USAK0073, Eek,AK
USAK0074, Egegik,AK
USAK0075, Eielson AFB,AK
USAK0076, Ekwok,AK
USAK0077, Elfin Cove,AK
USAK0078, Elim,AK
USAK0079, Elmendorf AFB,AK
USAK0080, Emmonak,AK
USAK0081, Ester,AK
USAK0082, Eureka,AK
USAK0083, Fairbanks,AK
USAK0084, Fairbanks/Eielson AFB,AK
USAK0085, False Pass,AK
USAK0086, Farewell,AK
USAK0087, Flat,AK
USAK0088, Fort Richardson,AK
USAK0089, Fort Wainwright,AK
USAK0090, Fort Yukon,AK
USAK0091, Gakona,AK
USAK0092, Galena,AK
USAK0093, Gambell,AK
USAK0094, Girdwood,AK
USAK0095, Glennallen,AK
USAK0096, Golovin,AK
USAK0097, Goodnews Bay,AK
USAK0098, Grayling,AK
USAK0099, Gulkana,AK
USAK0100, Gustavus,AK
USAK0101, Haines,AK
USAK0102, Hayes River,AK
USAK0103, Healy,AK
USAK0104, Holy Cross,AK
USAK0105, Homer,AK
USAK0106, Hoonah,AK
USAK0107, Hooper Bay,AK
USAK0108, Hope,AK
USAK0109, Houston,AK
USAK0110, Hughes,AK
USAK0111, Huslia,AK
USAK0112, Hydaburg,AK
USAK0113, Hyder,AK
USAK0114, Iliamna,AK
USAK0115, Indian,AK
USAK0116, Juneau,AK
USAK0117, Kake,AK
USAK0118, Kaktovik,AK
USAK0119, Kalskag,AK
USAK0120, Kaltag,AK
USAK0121, Karluk,AK
USAK0122, Kasigluk,AK
USAK0123, Kasilof,AK
USAK0124, Kenai,AK
USAK0125, Ketchikan,AK
USAK0126, Kiana,AK
USAK0127, King Cove,AK
USAK0128, King Salmon,AK
USAK0129, Kipnuk,AK
USAK0130, Kivalina,AK
USAK0131, Klawock,AK
USAK0132, Kobuk,AK
USAK0133, Kodiak,AK
USAK0134, Kotlik,AK
USAK0135, Kotzebue,AK
USAK0136, Koyuk,AK
USAK0137, Koyukuk,AK
USAK0138, Kuparuk,AK
USAK0139, Kwethluk,AK
USAK0140, Kwigillingok,AK
USAK0141, Lake Minchumina,AK
USAK0142, Larsen Bay,AK
USAK0143, Levelock,AK
USAK0144, Lower Kalskag,AK
USAK0145, Manley Hot Springs,AK
USAK0146, Manokotak,AK
USAK0147, Marshall,AK
USAK0148, McCarthy,AK
USAK0149, McGrath,AK
USAK0150, McKinley Park,AK
USAK0151, Mekoryuk,AK
USAK0152, Metlakatla,AK
USAK0153, Meyers Chuck,AK
USAK0154, Middleton Island,AK
USAK0155, Minchumina,AK
USAK0156, Minto,AK
USAK0157, Moose Pass,AK
USAK0158, Mountain Village,AK
USAK0159, Nabesna,AK
USAK0160, Naknek,AK
USAK0161, Napakiak,AK
USAK0162, Nenana,AK
USAK0163, New Stuyahok,AK
USAK0164, Nightmute,AK
USAK0165, Nikiski,AK
USAK0166, Nikolai,AK
USAK0167, Nikolski,AK
USAK0168, Ninilchik,AK
USAK0169, Noatak,AK
USAK0170, Nome,AK
USAK0171, Nondalton,AK
USAK0172, Noorvik,AK
USAK0173, North Pole,AK
USAK0174, Northway,AK
USAK0175, Nuiqsut,AK
USAK0176, Nulato,AK
USAK0177, Nunapitchuk,AK
USAK0178, Old Harbor,AK
USAK0179, Ouzinkie,AK
USAK0180, Palmer,AK
USAK0181, Paxson,AK
USAK0182, Pedro Bay,AK
USAK0183, Pelican,AK
USAK0184, Perryville,AK
USAK0185, Petersburg,AK
USAK0186, Pilot Point,AK
USAK0187, Pilot Station,AK
USAK0188, Platinum,AK
USAK0189, Point Baker,AK
USAK0190, Point Hope,AK
USAK0191, Point Lay,AK
USAK0192, Port Alexander,AK
USAK0193, Port Alsworth,AK
USAK0194, Port Heiden,AK
USAK0195, Port Lions,AK
USAK0196, Portage Glacier,AK
USAK0197, Prudhoe Bay,AK
USAK0198, Puntilla Lake,AK
USAK0199, Quinhagak,AK
USAK0200, Rampart,AK
USAK0201, Red Devil,AK
USAK0202, Red Dog,AK
USAK0203, Ruby,AK
USAK0204, Russian Mission,AK
USAK0205, Saint George,AK
USAK0206, Saint George Island,AK
USAK0207, Saint Marys,AK
USAK0208, Saint Michael,AK
USAK0209, Saint Paul Island,AK
USAK0210, Salcha,AK
USAK0211, Sand Point,AK
USAK0212, Savoonga,AK
USAK0213, Scammon Bay,AK
USAK0214, Selawik,AK
USAK0215, Seldovia,AK
USAK0216, Seward,AK
USAK0217, Shageluk,AK
USAK0218, Shaktoolik,AK
USAK0219, Sheep Mountain,AK
USAK0220, Sheldon Point,AK
USAK0222, Shishmaref,AK
USAK0223, Shungnak,AK
USAK0224, Sitka,AK
USAK0225, Skagway,AK
USAK0226, Skwentna,AK
USAK0227, Slana,AK
USAK0228, Sleetmute,AK
USAK0229, Soldotna,AK
USAK0230, South Naknek,AK
USAK0231, Stebbins,AK
USAK0232, Sterling,AK
USAK0233, Stevens Village,AK
USAK0234, Sutton,AK
USAK0235, Takotna,AK
USAK0236, Talkeetna,AK
USAK0237, Tanacross,AK
USAK0238, Tanana,AK
USAK0239, Tatitlek,AK
USAK0240, Teller,AK
USAK0241, Tenakee Springs,AK
USAK0242, Tetlin,AK
USAK0243, Thorne Bay,AK
USAK0244, Tin City,AK
USAK0245, Togiak,AK
USAK0246, Tok,AK
USAK0247, Toksook Bay,AK
USAK0248, Trapper Creek,AK
USAK0249, Tuluksak,AK
USAK0250, Tuntutuliak,AK
USAK0251, Tununak,AK
USAK0252, Two Rivers,AK
USAK0253, Tyonek,AK
USAK0254, Umiat,AK
USAK0255, Unalakleet,AK
USAK0256, Unalaska,AK
USAK0257, Utopia Creek,AK
USAK0258, Valdez,AK
USAK0259, Valdez Arpt,AK
USAK0260, Venetie,AK
USAK0261, Wainwright,AK
USAK0262, Wales,AK
USAK0263, Ward Cove,AK
USAK0264, Wasilla,AK
USAK0265, White Mountain,AK
USAK0266, Whittier,AK
USAK0267, Willow,AK
USAK0268, Wrangell,AK
USAK0269, Yakutat,AK
USAK0270, Fort Greely,AK
USAK0271, Kongiganak,AK
USAK0272, Nelson+Lagoon,AK
USAK0273, Koliganek,AK
USAK0274, Igiugig,AK
USAK0275, Joint Base Elmendorf-Richardson,AK
USAL0001, Abbeville,AL
USAL0002, Abernant,AL
USAL0003, Adamsville,AL
USAL0004, Addison,AL
USAL0005, Adger,AL
USAL0006, Akron,AL
USAL0007, Alabaster,AL
USAL0008, Alberta,AL
USAL0009, Albertville,AL
USAL0010, Alexander City,AL
USAL0011, Alexandria,AL
USAL0012, Aliceville,AL
USAL0013, Allen,AL
USAL0014, Allgood,AL
USAL0015, Alma,AL
USAL0016, Alpine,AL
USAL0017, Alton,AL
USAL0018, Altoona,AL
USAL0019, Andalusia,AL
USAL0020, Andalusia-Opp Airport,AL
USAL0021, Anderson,AL
USAL0022, Annemanie,AL
USAL0023, Anniston,AL
USAL0024, Arab,AL
USAL0025, Ardmore,AL
USAL0026, Ariton,AL
USAL0027, Arley,AL
USAL0028, Arlington,AL
USAL0029, Ashford,AL
USAL0030, Ashland,AL
USAL0031, Ashville,AL
USAL0032, Athens,AL
USAL0033, Atmore,AL
USAL0034, Attalla,AL
USAL0035, Auburn,AL
USAL0036, Auburn University,AL
USAL0037, Autaugaville,AL
USAL0038, Axis,AL
USAL0039, Baileyton,AL
USAL0040, Banks,AL
USAL0041, Bankston,AL
USAL0042, Bay Minette,AL
USAL0043, Bayou la Batre,AL
USAL0044, Bear Creek,AL
USAL0045, Beatrice,AL
USAL0046, Beaverton,AL
USAL0047, Belk,AL
USAL0048, Bellamy,AL
USAL0049, Belle Mina,AL
USAL0050, Bellwood,AL
USAL0051, Berry,AL
USAL0052, Bessemer,AL
USAL0053, Billingsley,AL
USAL0054, Birmingham,AL
USAL0055, Black,AL
USAL0056, Blountsville,AL
USAL0057, Boaz,AL
USAL0058, Boligee,AL
USAL0059, Bon Air,AL
USAL0060, Bon Secour,AL
USAL0061, Booth,AL
USAL0062, Boykin,AL
USAL0063, Brantley,AL
USAL0064, Bremen,AL
USAL0065, Brent,AL
USAL0066, Brewton,AL
USAL0067, Bridgeport,AL
USAL0068, Brierfield,AL
USAL0069, Brilliant,AL
USAL0070, Brooklyn,AL
USAL0071, Brookside,AL
USAL0072, Brookwood,AL
USAL0073, Brownsboro,AL
USAL0074, Brundidge,AL
USAL0075, Bryant,AL
USAL0076, Bucks,AL
USAL0077, Buhl,AL
USAL0078, Burnt Corn,AL
USAL0079, Burnwell,AL
USAL0080, Butler,AL
USAL0081, Bynum,AL
USAL0082, Calera,AL
USAL0083, Calvert,AL
USAL0084, Camden,AL
USAL0085, Camp Hill,AL
USAL0086, Campbell,AL
USAL0087, Capshaw,AL
USAL0088, Carbon Hill,AL
USAL0089, Cardiff,AL
USAL0090, Carlton,AL
USAL0091, Carrollton,AL
USAL0092, Castleberry,AL
USAL0093, Catherine,AL
USAL0094, Cecil,AL
USAL0095, Cedar Bluff,AL
USAL0096, Centre,AL
USAL0097, Centreville,AL
USAL0098, Chancellor,AL
USAL0099, Chapman,AL
USAL0100, Chatom,AL
USAL0101, Chelsea,AL
USAL0102, Cherokee,AL
USAL0103, Childersburg,AL
USAL0104, Choccolocco,AL
USAL0105, Chunchula,AL
USAL0106, Citronelle,AL
USAL0107, Clanton,AL
USAL0108, Clay,AL
USAL0109, Clayton,AL
USAL0110, Cleveland,AL
USAL0111, Clinton,AL
USAL0112, Clio,AL
USAL0113, Clopton,AL
USAL0114, Cloudmont Ski And Golf Resort,AL
USAL0115, Cloverdale,AL
USAL0116, Coaling,AL
USAL0117, Coden,AL
USAL0118, Coffee Springs,AL
USAL0119, Coffeeville,AL
USAL0120, Coker,AL
USAL0121, Collinsville,AL
USAL0122, Columbia,AL
USAL0123, Columbiana,AL
USAL0124, Cook Springs,AL
USAL0125, Coosada,AL
USAL0126, Cordova,AL
USAL0127, Cottondale,AL
USAL0128, Cottonton,AL
USAL0129, Cottonwood,AL
USAL0130, Courtland,AL
USAL0131, Cowarts,AL
USAL0132, Coy,AL
USAL0133, Cragford,AL
USAL0134, Crane Hill,AL
USAL0135, Creola,AL
USAL0136, Cromwell,AL
USAL0137, Cropwell,AL
USAL0138, Crossville,AL
USAL0139, Cuba,AL
USAL0140, Cullman,AL
USAL0141, Cusseta,AL
USAL0142, Dadeville,AL
USAL0143, Daleville,AL
USAL0144, Danville,AL
USAL0145, Daphne,AL
USAL0146, Dauphin Island,AL
USAL0147, Daviston,AL
USAL0148, Dawson,AL
USAL0149, De Armanville,AL
USAL0150, Deatsville,AL
USAL0151, Decatur,AL
USAL0152, Deer Park,AL
USAL0153, Delmar,AL
USAL0154, Delta,AL
USAL0155, Demopolis,AL
USAL0156, Detroit,AL
USAL0157, Dickinson,AL
USAL0158, Dixons Mills,AL
USAL0159, Docena,AL
USAL0160, Dolomite,AL
USAL0161, Dora,AL
USAL0162, Dothan,AL
USAL0163, Double Springs,AL
USAL0164, Douglas,AL
USAL0165, Dozier,AL
USAL0166, Duncanville,AL
USAL0167, Dutton,AL
USAL0168, East Tallassee,AL
USAL0169, Eastaboga,AL
USAL0170, Echola,AL
USAL0171, Eclectic,AL
USAL0172, Edwardsville,AL
USAL0173, Eight Mile,AL
USAL0174, Elba,AL
USAL0175, Elberta,AL
USAL0176, Eldridge,AL
USAL0177, Elkmont,AL
USAL0178, Elmore,AL
USAL0179, Elrod,AL
USAL0180, Emelle,AL
USAL0181, Empire,AL
USAL0182, Enterprise,AL
USAL0183, Epes,AL
USAL0184, Equality,AL
USAL0185, Estillfork,AL
USAL0186, Ethelsville,AL
USAL0187, Eufaula,AL
USAL0188, Eutaw,AL
USAL0189, Eva,AL
USAL0190, Evergreen,AL
USAL0191, Excel,AL
USAL0192, Fackler,AL
USAL0193, Fairfield,AL
USAL0194, Fairhope,AL
USAL0195, Falkville,AL
USAL0196, Faunsdale,AL
USAL0197, Fayette,AL
USAL0198, Fitzpatrick,AL
USAL0199, Five Points,AL
USAL0200, Flat Rock,AL
USAL0201, Flomaton,AL
USAL0202, Florala,AL
USAL0203, Florence,AL
USAL0204, Foley,AL
USAL0205, Forest Home,AL
USAL0206, Forkland,AL
USAL0207, Fort Davis,AL
USAL0208, Fort Deposit,AL
USAL0209, Fort Mitchell,AL
USAL0210, Fort Payne,AL
USAL0211, Fort Rucker,AL
USAL0212, Fosters,AL
USAL0213, Franklin,AL
USAL0214, Frankville,AL
USAL0215, Frisco City,AL
USAL0216, Fruitdale,AL
USAL0217, Fruithurst,AL
USAL0218, Fulton,AL
USAL0219, Fultondale,AL
USAL0220, Furman,AL
USAL0221, Fyffe,AL
USAL0222, Gadsden,AL
USAL0223, Gainestown,AL
USAL0224, Gainesville,AL
USAL0225, Gallant,AL
USAL0226, Gallion,AL
USAL0227, Gantt,AL
USAL0228, Garden City,AL
USAL0229, Gardendale,AL
USAL0230, Gaylesville,AL
USAL0231, Geneva,AL
USAL0232, Georgiana,AL
USAL0233, Geraldine,AL
USAL0234, Gilbertown,AL
USAL0235, Glen Allen,AL
USAL0236, Glenwood,AL
USAL0237, Goodsprings,AL
USAL0238, Goodwater,AL
USAL0239, Goodway,AL
USAL0240, Gordo,AL
USAL0241, Gordon,AL
USAL0242, Goshen,AL
USAL0243, Grady,AL
USAL0244, Graham,AL
USAL0245, Grand Bay,AL
USAL0246, Grant,AL
USAL0247, Graysville,AL
USAL0248, Green Pond,AL
USAL0249, Greensboro,AL
USAL0250, Greenville,AL
USAL0251, Grove Hill,AL
USAL0252, Groveoak,AL
USAL0253, Guin,AL
USAL0254, Gulf Shores,AL
USAL0255, Guntersville,AL
USAL0256, Gurley,AL
USAL0257, Hackleburg,AL
USAL0258, Haleyville,AL
USAL0259, Hamilton,AL
USAL0260, Hanceville,AL
USAL0261, Hardaway,AL
USAL0262, Harpersville,AL
USAL0263, Hartford,AL
USAL0264, Hartselle,AL
USAL0265, Harvest,AL
USAL0266, Hatchechubbee,AL
USAL0267, Hayden,AL
USAL0268, Hayneville,AL
USAL0269, Hazel Green,AL
USAL0270, Headland,AL
USAL0271, Heflin,AL
USAL0272, Helena,AL
USAL0273, Henagar,AL
USAL0274, Higdon,AL
USAL0275, Highland Home,AL
USAL0276, Hillsboro,AL
USAL0277, Hodges,AL
USAL0278, Hollins,AL
USAL0279, Holly Pond,AL
USAL0280, Hollytree,AL
USAL0281, Hollywood,AL
USAL0282, Holy Trinity,AL
USAL0283, Honoraville,AL
USAL0284, Hope Hull,AL
USAL0285, Horton,AL
USAL0286, Houston,AL
USAL0287, Huntsville,AL
USAL0288, Hurtsboro,AL
USAL0289, Huxford,AL
USAL0290, Ider,AL
USAL0291, Irvington,AL
USAL0292, Jachin,AL
USAL0293, Jack,AL
USAL0294, Jackson,AL
USAL0295, Jacksons Gap,AL
USAL0296, Jacksonville,AL
USAL0297, Jasper,AL
USAL0298, Jefferson,AL
USAL0299, Jemison,AL
USAL0300, Jones,AL
USAL0301, Joppa,AL
USAL0302, Kansas,AL
USAL0303, Kellerman,AL
USAL0304, Kellyton,AL
USAL0305, Kennedy,AL
USAL0306, Kent,AL
USAL0307, Killen,AL
USAL0308, Kimberly,AL
USAL0309, Kinston,AL
USAL0310, Knoxville,AL
USAL0311, Laceys Spring,AL
USAL0312, Lafayette,AL
USAL0313, Lanett,AL
USAL0314, Langston,AL
USAL0315, Lapine,AL
USAL0316, Lawley,AL
USAL0317, Leeds,AL
USAL0318, Leesburg,AL
USAL0319, Leighton,AL
USAL0320, Lenox,AL
USAL0321, Leroy,AL
USAL0322, Lester,AL
USAL0323, Letohatchee,AL
USAL0324, Lexington,AL
USAL0325, Lillian,AL
USAL0326, Lincoln,AL
USAL0327, Linden,AL
USAL0328, Lineville,AL
USAL0329, Lisman,AL
USAL0330, Little River,AL
USAL0331, Livingston,AL
USAL0332, Loachapoka,AL
USAL0333, Lockhart,AL
USAL0334, Locust Fork,AL
USAL0335, Logan,AL
USAL0336, Louisville,AL
USAL0337, Lower Peach Tree,AL
USAL0338, Lowndesboro,AL
USAL0339, Loxley,AL
USAL0340, Luverne,AL
USAL0341, Lynn,AL
USAL0342, Madison,AL
USAL0343, Magnolia,AL
USAL0344, Magnolia Springs,AL
USAL0345, Malcolm,AL
USAL0346, Malvern,AL
USAL0347, Maplesville,AL
USAL0348, Marbury,AL
USAL0349, Margaret,AL
USAL0350, Marion,AL
USAL0351, Marion Junction,AL
USAL0352, Mathews,AL
USAL0353, Maylene,AL
USAL0354, McCalla,AL
USAL0355, McIntosh,AL
USAL0356, McKenzie,AL
USAL0357, McShan,AL
USAL0358, McWilliams,AL
USAL0359, Megargel,AL
USAL0360, Melvin,AL
USAL0361, Mentone,AL
USAL0362, Meridianville,AL
USAL0363, Mexia,AL
USAL0364, Midland City,AL
USAL0365, Midway,AL
USAL0366, Millbrook,AL
USAL0367, Millerville,AL
USAL0368, Millport,AL
USAL0369, Millry,AL
USAL0370, Minter,AL
USAL0371, Mobile,AL
USAL0372, Mobile/Brookley Arpt,AL
USAL0373, Monroeville,AL
USAL0374, Montevallo,AL
USAL0375, Montgomery,AL
USAL0376, Montgomery/Maxwell AFB,AL
USAL0377, Montrose,AL
USAL0378, Moody,AL
USAL0379, Mooresville,AL
USAL0380, Morris,AL
USAL0381, Morvin,AL
USAL0382, Moulton,AL
USAL0383, Moundville,AL
USAL0384, Mount Hope,AL
USAL0385, Mount Meigs,AL
USAL0386, Mount Olive,AL
USAL0387, Mount Vernon,AL
USAL0388, Mulga,AL
USAL0389, Munford,AL
USAL0390, Muscadine,AL
USAL0391, Muscle Shoals,AL
USAL0392, Myrtlewood,AL
USAL0393, Nanafalia,AL
USAL0394, Natural Bridge,AL
USAL0395, Nauvoo,AL
USAL0396, Needham,AL
USAL0397, New Brockton,AL
USAL0398, New Castle,AL
USAL0399, New Hope,AL
USAL0400, New Market,AL
USAL0401, Newbern,AL
USAL0402, Newell,AL
USAL0403, Newton,AL
USAL0404, Newville,AL
USAL0405, Normal,AL
USAL0406, Northport,AL
USAL0407, Notasulga,AL
USAL0408, Oak Hill,AL
USAL0409, Oakman,AL
USAL0410, Odenville,AL
USAL0411, Ohatchee,AL
USAL0412, Oneonta,AL
USAL0413, Opelika,AL
USAL0414, Opp,AL
USAL0415, Orange Beach,AL
USAL0416, Orrville,AL
USAL0417, Owens Cross Roads,AL
USAL0418, Ozark,AL
USAL0419, Paint Rock,AL
USAL0420, Palmerdale,AL
USAL0421, Panola,AL
USAL0422, Pansey,AL
USAL0423, Parrish,AL
USAL0424, Pelham,AL
USAL0425, Pell City,AL
USAL0426, Pennington,AL
USAL0427, Perdido,AL
USAL0428, Perdue Hill,AL
USAL0429, Perote,AL
USAL0430, Peterman,AL
USAL0431, Peterson,AL
USAL0432, Petrey,AL
USAL0433, Phenix City,AL
USAL0434, Phil Campbell,AL
USAL0435, Piedmont,AL
USAL0436, Pike Road,AL
USAL0437, Pinckard,AL
USAL0438, Pine Apple,AL
USAL0439, Pine Hill,AL
USAL0440, Pine Level,AL
USAL0441, Pinson,AL
USAL0442, Pisgah,AL
USAL0443, Pittsview,AL
USAL0444, Plantersville,AL
USAL0445, Pleasant Grove,AL
USAL0446, Point Clear,AL
USAL0447, Prattville,AL
USAL0448, Princeton,AL
USAL0449, Quinton,AL
USAL0450, Ragland,AL
USAL0451, Rainbow City,AL
USAL0452, Rainsville,AL
USAL0453, Ralph,AL
USAL0454, Ramer,AL
USAL0455, Ranburne,AL
USAL0456, Randolph,AL
USAL0457, Range,AL
USAL0458, Red Bay,AL
USAL0459, Red Level,AL
USAL0460, Reform,AL
USAL0461, Remlap,AL
USAL0462, Repton,AL
USAL0463, River Falls,AL
USAL0464, Riverside,AL
USAL0465, Roanoke,AL
USAL0466, Robertsdale,AL
USAL0467, Rockford,AL
USAL0468, Rogersville,AL
USAL0469, Russellville,AL
USAL0470, Rutledge,AL
USAL0471, Ryland,AL
USAL0472, Safford,AL
USAL0473, Saginaw,AL
USAL0474, Saint Elmo,AL
USAL0475, Saint Stephens,AL
USAL0476, Salem,AL
USAL0477, Salitpa,AL
USAL0478, Samantha,AL
USAL0479, Samson,AL
USAL0480, Saraland,AL
USAL0481, Sardis,AL
USAL0482, Satsuma,AL
USAL0483, Sawyerville,AL
USAL0484, Sayre,AL
USAL0485, Scottsboro,AL
USAL0486, Seale,AL
USAL0487, Section,AL
USAL0488, Selma,AL
USAL0489, Seminole,AL
USAL0490, Semmes,AL
USAL0491, Shannon,AL
USAL0492, Sheffield,AL
USAL0493, Shelby,AL
USAL0494, Shorter,AL
USAL0495, Shorterville,AL
USAL0496, Silas,AL
USAL0497, Siluria,AL
USAL0498, Silverhill,AL
USAL0499, Sipsey,AL
USAL0500, Skipperville,AL
USAL0501, Slocomb,AL
USAL0502, Smiths,AL
USAL0503, Snow Hill,AL
USAL0504, Somerville,AL
USAL0505, Spanish Fort,AL
USAL0506, Spring Garden,AL
USAL0507, Springville,AL
USAL0508, Sprott,AL
USAL0509, Spruce Pine,AL
USAL0510, Stanton,AL
USAL0511, Stapleton,AL
USAL0512, Steele,AL
USAL0513, Sterrett,AL
USAL0514, Stevenson,AL
USAL0515, Stockton,AL
USAL0516, Sulligent,AL
USAL0517, Sumiton,AL
USAL0518, Summerdale,AL
USAL0519, Sunflower,AL
USAL0520, Sweet Water,AL
USAL0521, Sycamore,AL
USAL0522, Sylacauga,AL
USAL0523, Sylvania,AL
USAL0524, Talladega,AL
USAL0525, Tallassee,AL
USAL0526, Tanner,AL
USAL0527, Theodore,AL
USAL0528, Thomaston,AL
USAL0529, Thomasville,AL
USAL0530, Thorsby,AL
USAL0531, Tibbie,AL
USAL0532, Titus,AL
USAL0533, Toney,AL
USAL0534, Town Creek,AL
USAL0535, Townley,AL
USAL0536, Toxey,AL
USAL0537, Trafford,AL
USAL0538, Trenton,AL
USAL0539, Trinity,AL
USAL0540, Troy,AL
USAL0541, Trussville,AL
USAL0542, Tuscaloosa,AL
USAL0543, Tuscumbia,AL
USAL0544, Tuskegee,AL
USAL0545, Tuskegee Institute,AL
USAL0546, Tyler,AL
USAL0547, Union Grove,AL
USAL0548, Union Springs,AL
USAL0549, Uniontown,AL
USAL0550, Uriah,AL
USAL0551, Valhermoso Springs,AL
USAL0552, Valley,AL
USAL0553, Valley Head,AL
USAL0554, Vance,AL
USAL0555, Vandiver,AL
USAL0556, Verbena,AL
USAL0557, Vernon,AL
USAL0558, Vina,AL
USAL0559, Vincent,AL
USAL0560, Vinegar Bend,AL
USAL0561, Vinemont,AL
USAL0562, Vredenburgh,AL
USAL0563, Wadley,AL
USAL0564, Wagarville,AL
USAL0565, Walker Springs,AL
USAL0566, Walnut Grove,AL
USAL0567, Ward,AL
USAL0568, Warrior,AL
USAL0569, Waterloo,AL
USAL0570, Watson,AL
USAL0571, Wattsville,AL
USAL0572, Waverly,AL
USAL0573, Weaver,AL
USAL0574, Webb,AL
USAL0575, Wedowee,AL
USAL0576, Wellington,AL
USAL0577, Weogufka,AL
USAL0578, West Blocton,AL
USAL0579, West Greene,AL
USAL0580, Westover,AL
USAL0581, Wetumpka,AL
USAL0582, Whatley,AL
USAL0583, Wilmer,AL
USAL0584, Wilsonville,AL
USAL0585, Wilton,AL
USAL0586, Winfield,AL
USAL0587, Wing,AL
USAL0588, Woodland,AL
USAL0589, Woodstock,AL
USAL0590, Woodville,AL
USAL0591, York,AL
USAL0592, Hueytown,AL
USAL0593, Forestdale,AL
USAL0594, Hoover,AL
USAL0595, Center Point,AL
USAL0596, Mountain Brook,AL
USAL0597, Homewood,AL
USAL0598, Prichard,AL
USAL0600, Oxford,AL
USAR0001, Adona,AR
USAR0002, Alco,AR
USAR0003, Alexander,AR
USAR0004, Alicia,AR
USAR0005, Alix,AR
USAR0006, Alleene,AR
USAR0007, Alma,AR
USAR0008, Almyra,AR
USAR0009, Alpena,AR
USAR0010, Alpine,AR
USAR0011, Altheimer,AR
USAR0012, Altus,AR
USAR0013, Amagon,AR
USAR0014, Amity,AR
USAR0015, Antoine,AR
USAR0016, Arkadelphia,AR
USAR0017, Arkansas City,AR
USAR0018, Armorel,AR
USAR0019, Ash Flat,AR
USAR0020, Ashdown,AR
USAR0021, Atkins,AR
USAR0022, Aubrey,AR
USAR0023, Augusta,AR
USAR0024, Austin,AR
USAR0025, Avoca,AR
USAR0026, Bald Knob,AR
USAR0027, Banks,AR
USAR0028, Barling,AR
USAR0029, Barton,AR
USAR0030, Bass,AR
USAR0031, Bassett,AR
USAR0032, Bates,AR
USAR0033, Batesville,AR
USAR0034, Bauxite,AR
USAR0035, Bay,AR
USAR0036, Bearden,AR
USAR0037, Beaver,AR
USAR0038, Bee Branch,AR
USAR0039, Beebe,AR
USAR0040, Beech Grove,AR
USAR0041, Beedeville,AR
USAR0042, Beirne,AR
USAR0043, Bella Vista,AR
USAR0044, Belleville,AR
USAR0045, Ben Lomond,AR
USAR0046, Benton,AR
USAR0047, Bentonville,AR
USAR0048, Bergman,AR
USAR0049, Berryville,AR
USAR0050, Bexar,AR
USAR0051, Big Flat,AR
USAR0052, Bigelow,AR
USAR0053, Biggers,AR
USAR0054, Birdeye,AR
USAR0055, Biscoe,AR
USAR0056, Bismarck,AR
USAR0057, Black Oak,AR
USAR0058, Black Rock,AR
USAR0059, Blevins,AR
USAR0060, Blue Mountain,AR
USAR0061, Bluff City,AR
USAR0062, Bluffton,AR
USAR0063, Blytheville,AR
USAR0064, Board Camp,AR
USAR0065, Boles,AR
USAR0066, Bonnerdale,AR
USAR0067, Bono,AR
USAR0068, Booneville,AR
USAR0069, Boswell,AR
USAR0070, Bradford,AR
